,Game,Date,T_Rank,B_Rank,T_WL,B_WL,WL_Diff,Rank_Diff,Inning_Pair_ID,Inning,Score,T_Mean_BA,B_Mean_BA,T_Mean_SLG,B_Mean_SLG,T_Mean_OPS,B_Mean_OPS,T_Mean_OPS_Plus,B_Mean_OPS_Plus,T_WHIP,B_WHIP,T_ERA,B_ERA,T_ERA_Plus,B_ERA_Plus,T_State_Out_Combos,B_State_Out_Combos,T_Runs,B_Runs,Run_Diff,Double_Binary_T,Double_Binary_B,Single_Binary_T,Single_Binary_B,F_S_Binary_T,F_S_Binary_B,Triple_Binary_T,Triple_Binary_B,Discrepancy
0,Minnesota Twins/Chicago White Sox,2020-07-24,4.0,7.0,0.6,0.583,0.017000000000000015,3.0,0,1,0-0,0.26333333333333336,0.267,0.4783333333333333,0.4704,0.8096666666666666,0.8086,115.77777777777777,117.4,1.227,1.2670000000000001,4.44,4.19,120.0,123.0,"['0-0', '0-0', '1-0', '1-1', '3-1', '6-1', '7-1', '6-2', '1-2']","['0-0', '1-0', '6-0', '4-1', '4-2']",4,1,3,0,0,1,1,0,0,0,0,1
0,Minnesota Twins/Chicago White Sox,2020-07-24,4.0,7.0,0.6,0.583,0.017000000000000015,3.0,1,2,4-1,0.2795,0.26025,0.45375,0.43475,0.8072499999999999,0.7489999999999999,116.5,102.0,1.227,1.2670000000000001,4.44,4.19,106.0,136.0,"['0-0', '0-1', '0-1', '0-2']","['0-0', '1-0', '3-0', '4-2', '0-2', '1-2', '3-2', '0-2']",1,4,-3,0,0,0,1,0,1,0,0,1
0,Minnesota Twins/Chicago White Sox,2020-07-24,4.0,7.0,0.6,0.583,0.017000000000000015,3.0,2,3,5-5,0.27033333333333337,0.25225000000000003,0.4980000000000001,0.47600000000000003,0.8293333333333334,0.80625,120.33333333333331,115.25,1.227,1.2670000000000001,4.44,4.19,119.0,100.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2', '2-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Minnesota Twins/Chicago White Sox,2020-07-24,4.0,7.0,0.6,0.583,0.017000000000000015,3.0,3,4,5-5,0.27177777777777784,0.254,0.4775555555555556,0.39566666666666667,0.8188888888888889,0.7000000000000001,118.66666666666669,89.66666666666669,1.3536666666666666,1.2670000000000001,4.226666666666667,4.19,109.0,102.0,"['0-0', '1-0', '1-1', '3-1', '3-2', '7-2', '3-2', '6-2', '7-2']","['0-0', '0-1', '0-2']",2,0,2,0,0,1,0,0,0,0,0,1
0,Minnesota Twins/Chicago White Sox,2020-07-24,4.0,7.0,0.6,0.583,0.017000000000000015,3.0,4,5,7-5,0.2503333333333333,0.2635,0.478,0.47725,0.8083333333333332,0.8230000000000001,115.33333333333331,121.25,1.454,1.304,4.486666666666667,4.44,120.0,123.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2', '1-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Minnesota Twins/Chicago White Sox,2020-07-24,4.0,7.0,0.6,0.583,0.017000000000000015,3.0,5,6,7-5,0.28,0.2475,0.4603333333333333,0.42675,0.8196666666666665,0.73375,120.0,97.5,1.4076666666666666,1.1,4.683333333333334,3.13,136.0,77.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '1-1', '1-2']",0,0,0,0,0,0,1,0,0,0,0,0
0,Minnesota Twins/Chicago White Sox,2020-07-24,4.0,7.0,0.6,0.583,0.017000000000000015,3.0,6,7,7-5,0.26899999999999996,0.26875,0.4685,0.46399999999999997,0.805125,0.79925,114.75,116.0,1.26825,1.2990000000000002,3.5575,4.76,103.0,115.0,"['0-0', '1-0', '5-0', '3-0', '7-0', '7-1', '7-2', '5-2']","['0-0', '0-1', '1-1', '1-2']",3,0,3,0,0,1,0,1,0,0,0,1
0,Minnesota Twins/Chicago White Sox,2020-07-24,4.0,7.0,0.6,0.583,0.017000000000000015,3.0,7,8,10-5,0.276,0.24825,0.4903333333333333,0.46075,0.8410000000000001,0.782,125.0,109.0,1.381,1.1,4.1099999999999985,3.15,133.0,90.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2', '2-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Minnesota Twins/Chicago White Sox,2020-07-24,4.0,7.0,0.6,0.583,0.017000000000000015,3.0,8,9,10-5,0.26233333333333336,0.266,0.47200000000000003,0.41700000000000004,0.7946666666666667,0.7290000000000001,111.66666666666669,96.66666666666669,0.887,1.1,1.5200000000000002,3.15,107.0,111.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Detroit Tigers/Cincinnati Reds,2020-07-24,28.0,14.0,0.397,0.517,0.12,14.0,9,1,0-0,0.2752,0.25649999999999995,0.4802000000000001,0.443,0.8198000000000001,0.769,119.0,102.875,1.22,1.3330000000000002,3.54,5.08,111.0,82.0,"['0-0', '0-1', '1-1', '2-1', '3-1']","['0-0', '1-0', '3-0', '7-0', '7-0', '7-0', '7-1', '7-2']",0,2,-2,0,0,0,1,0,1,0,0,1
0,Detroit Tigers/Cincinnati Reds,2020-07-24,28.0,14.0,0.397,0.517,0.12,14.0,10,2,0-2,0.2386666666666667,0.2603333333333333,0.38233333333333336,0.4453333333333333,0.6990000000000001,0.7976666666666666,88.33333333333331,110.66666666666669,1.22,1.3330000000000002,3.5400000000000005,5.08,93.0,148.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '1-1']",0,0,0,0,0,0,1,0,0,0,0,0
0,Detroit Tigers/Cincinnati Reds,2020-07-24,28.0,14.0,0.397,0.517,0.12,14.0,11,3,0-2,0.23,0.25225000000000003,0.384,0.455,0.6726666666666666,0.7725,79.33333333333333,105.25,1.22,1.3330000000000002,3.5400000000000005,5.08,90.0,95.0,"['0-0', '0-1', '1-1']","['0-0', '0-1', '2-1', '1-1']",0,1,-1,0,0,0,0,0,0,0,0,1
0,Detroit Tigers/Cincinnati Reds,2020-07-24,28.0,14.0,0.397,0.517,0.12,14.0,12,4,0-3,0.25780000000000003,0.24225,0.445,0.405,0.7702,0.7132499999999999,106.0,87.0,1.22,1.3330000000000002,3.54,5.08,93.0,90.0,"['0-0', '0-1', '0-2', '0-2', '1-2']","['0-0', '0-1', '0-2', '1-2']",1,0,1,0,0,0,0,0,0,0,0,1
0,Detroit Tigers/Cincinnati Reds,2020-07-24,28.0,14.0,0.397,0.517,0.12,14.0,13,5,1-3,0.2373333333333333,0.2725,0.37366666666666665,0.47600000000000003,0.6679999999999999,0.82525,80.33333333333333,118.5,1.22,1.3330000000000002,3.5400000000000005,5.08,77.0,101.0,"['0-0', '0-1', '0-2']","['0-0', '0-0', '0-1', '0-2']",0,1,-1,0,0,0,0,0,0,0,0,1
0,Detroit Tigers/Cincinnati Reds,2020-07-24,28.0,14.0,0.397,0.517,0.12,14.0,14,6,1-4,0.26866666666666666,0.2585,0.4656666666666667,0.4178333333333333,0.7973333333333333,0.7625000000000001,112.33333333333331,100.16666666666669,1.22,1.5,3.5400000000000005,4.13,147.0,148.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2', '1-2', '3-2', '5-2']",0,1,-1,0,0,0,0,0,0,0,0,1
0,Detroit Tigers/Cincinnati Reds,2020-07-24,28.0,14.0,0.397,0.517,0.12,14.0,15,7,1-5,0.24325,0.2603333333333333,0.4027500000000001,0.454,0.71825,0.7826666666666666,94.0,105.16666666666669,1.331,1.5373333333333334,4.94,5.84,93.0,82.0,"['0-0', '1-0', '1-1', '1-2']","['0-0', '0-1', '1-1', '2-1', '0-1', '0-2']",0,2,-2,0,0,1,0,0,0,0,0,1
0,Detroit Tigers/Cincinnati Reds,2020-07-24,28.0,14.0,0.397,0.517,0.12,14.0,16,8,1-7,0.2496666666666667,0.2406666666666667,0.39266666666666666,0.365,0.6946666666666667,0.6863333333333334,84.66666666666667,83.0,1.245,1.493,3.31,5.2,90.0,73.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Atlanta Braves/New York Mets,2020-07-24,6.0,23.0,0.583,0.433,0.14999999999999994,17.0,17,1,0-0,0.28275,0.2763333333333333,0.4965,0.5026666666666667,0.8512500000000001,0.8770000000000001,124.0,136.33333333333334,1.047,1.1640000000000001,2.61,2.86,117.0,140.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '1-0', '0-2']",0,0,0,0,0,0,1,0,0,0,0,0
0,Atlanta Braves/New York Mets,2020-07-24,6.0,23.0,0.583,0.433,0.14999999999999994,17.0,18,2,0-0,0.2466666666666667,0.2783333333333333,0.43700000000000006,0.491,0.7423333333333333,0.8369999999999999,92.66666666666669,126.33333333333331,1.047,1.1640000000000001,2.61,2.86,87.0,126.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '1-1']",0,0,0,0,0,0,1,0,0,0,0,0
0,Atlanta Braves/New York Mets,2020-07-24,6.0,23.0,0.583,0.433,0.14999999999999994,17.0,19,3,0-0,0.2355,0.27,0.3865,0.4283333333333334,0.6910000000000001,0.7516666666666666,79.75,102.66666666666669,1.047,1.1640000000000001,2.61,2.86,107.0,91.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Atlanta Braves/New York Mets,2020-07-24,6.0,23.0,0.583,0.433,0.14999999999999994,17.0,20,4,0-0,0.2766666666666667,0.272,0.4806666666666667,0.498,0.8223333333333334,0.8685,120.33333333333331,134.25,1.047,1.1640000000000001,2.61,2.86,105.0,128.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '2-1', '1-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Atlanta Braves/New York Mets,2020-07-24,6.0,23.0,0.583,0.433,0.14999999999999994,17.0,21,5,0-0,0.2543333333333333,0.2795,0.4096666666666667,0.46775,0.7243333333333334,0.8045,88.33333333333331,117.0,1.047,1.1640000000000001,2.61,2.86,92.0,103.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '1-1', '1-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Atlanta Braves/New York Mets,2020-07-24,6.0,23.0,0.583,0.433,0.14999999999999994,17.0,22,6,0-0,0.22,0.27425,0.387,0.47775,0.6813333333333333,0.8340000000000001,75.66666666666667,125.0,1.148,1.1640000000000001,3.4500000000000006,2.86,107.0,140.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '1-1', '1-2']",0,0,0,0,0,0,1,0,0,0,0,0
0,Atlanta Braves/New York Mets,2020-07-24,6.0,23.0,0.583,0.433,0.14999999999999994,17.0,23,7,0-0,0.2642,0.27575,0.4714,0.48025,0.7954000000000001,0.8264999999999999,110.4,123.25,1.148,1.18,3.45,4.09,86.0,114.0,"['0-0', '0-1', '2-1', '4-1', '4-2']","['0-0', '0-1', '0-1', '0-2']",0,1,-1,0,0,0,0,0,0,0,0,1
0,Atlanta Braves/New York Mets,2020-07-24,6.0,23.0,0.583,0.433,0.14999999999999994,17.0,24,8,0-1,0.256,0.27975,0.45799999999999996,0.4465,0.78375,0.7955,103.0,115.75,1.2790000000000001,1.318,3.27,4.38,133.0,139.0,"['0-0', '1-0', '1-1', '2-2']","['0-0', '0-1', '0-2', '1-2']",0,0,0,0,0,1,0,0,0,0,0,0
0,Milwaukee Brewers/Chicago Cubs,2020-07-24,17.0,9.0,0.483,0.5670000000000001,0.08400000000000007,8.0,25,1,0-0,0.26933333333333337,0.2716666666666667,0.4443333333333334,0.4886666666666666,0.7893333333333333,0.8410000000000001,111.33333333333331,121.66666666666669,1.105,1.137,3.12,3.66,118.0,102.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '1-1']",0,0,0,0,0,0,0,0,0,0,0,0
0,Milwaukee Brewers/Chicago Cubs,2020-07-24,17.0,9.0,0.483,0.5670000000000001,0.08400000000000007,8.0,26,2,0-0,0.26533333333333337,0.252,0.4576666666666666,0.4523333333333333,0.7923333333333332,0.7959999999999999,113.33333333333331,110.0,1.105,1.137,3.12,3.66,103.0,104.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '1-1']",0,0,0,0,0,0,1,0,0,0,0,0
0,Milwaukee Brewers/Chicago Cubs,2020-07-24,17.0,9.0,0.483,0.5670000000000001,0.08400000000000007,8.0,27,3,0-0,0.26125,0.25999999999999995,0.37925,0.442,0.7072499999999999,0.7816666666666667,91.0,106.16666666666669,1.105,1.1370000000000002,3.12,3.66,81.0,102.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '0-1', '1-1', '0-1', '0-2', '1-2']",0,2,-2,0,0,0,0,0,0,0,0,1
0,Milwaukee Brewers/Chicago Cubs,2020-07-24,17.0,9.0,0.483,0.5670000000000001,0.08400000000000007,8.0,28,4,0-2,0.26366666666666666,0.252,0.4706666666666666,0.4523333333333333,0.8176666666666668,0.7959999999999999,118.66666666666669,110.0,1.105,1.137,3.12,3.66,103.0,104.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Milwaukee Brewers/Chicago Cubs,2020-07-24,17.0,9.0,0.483,0.5670000000000001,0.08400000000000007,8.0,29,5,0-2,0.278,0.25625,0.4506666666666666,0.4235,0.7966666666666667,0.764,114.33333333333331,101.5,1.105,1.137,3.12,3.66,106.0,134.0,"['0-0', '0-1', '0-2']","['0-0', '2-0', '2-1', '2-2']",0,0,0,0,1,0,0,0,0,0,0,0
0,Milwaukee Brewers/Chicago Cubs,2020-07-24,17.0,9.0,0.483,0.5670000000000001,0.08400000000000007,8.0,30,6,0-2,0.2685,0.2575,0.40175,0.47525,0.7365,0.816,98.25,114.25,1.105,1.426,3.12,4.4875,135.0,113.0,"['0-0', '0-1', '1-1', '1-2']","['0-0', '0-1', '1-1', '1-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Milwaukee Brewers/Chicago Cubs,2020-07-24,17.0,9.0,0.483,0.5670000000000001,0.08400000000000007,8.0,31,7,0-2,0.26366666666666666,0.25266666666666665,0.4853333333333333,0.373,0.8246666666666668,0.6999999999999998,118.33333333333331,87.0,1.105,1.244,3.12,3.31,134.0,72.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Milwaukee Brewers/Chicago Cubs,2020-07-24,17.0,9.0,0.483,0.5670000000000001,0.08400000000000007,8.0,32,8,0-2,0.2753333333333334,0.26575000000000004,0.411,0.48675,0.7533333333333334,0.8370000000000001,104.33333333333331,120.0,1.105,0.9640000000000001,3.12,5.79,104.0,102.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2', '0-2']",0,1,-1,0,0,0,0,0,0,0,0,1
0,Kansas City Royals/Cleveland Indians,2020-07-24,22.0,8.0,0.433,0.583,0.14999999999999994,14.0,33,1,0-0,0.26266666666666666,0.27275,0.4446666666666667,0.45275,0.7671666666666668,0.80725,104.33333333333331,114.75,1.0979999999999999,1.3219999999999998,3.32,4.02,102.0,120.0,"['0-0', '1-0', '1-1', '0-2', '1-2', '3-2']","['0-0', '0-1', '2-1', '2-2']",0,0,0,0,0,1,0,0,0,0,0,0
0,Kansas City Royals/Cleveland Indians,2020-07-24,22.0,8.0,0.433,0.583,0.14999999999999994,14.0,34,2,0-0,0.2496666666666667,0.24075,0.392,0.44,0.6933333333333334,0.7639999999999999,83.33333333333333,102.5,1.0979999999999999,1.3219999999999998,3.32,4.02,56.0,77.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '1-1', '1-2']",0,0,0,0,0,0,1,0,0,0,0,0
0,Kansas City Royals/Cleveland Indians,2020-07-24,22.0,8.0,0.433,0.583,0.14999999999999994,14.0,35,3,0-0,0.25,0.268,0.38566666666666666,0.4253333333333333,0.6766666666666666,0.7589999999999999,79.0,100.66666666666669,1.0979999999999999,1.3219999999999998,3.32,4.02,84.0,123.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Kansas City Royals/Cleveland Indians,2020-07-24,22.0,8.0,0.433,0.583,0.14999999999999994,14.0,36,4,0-0,0.26175000000000004,0.2653333333333333,0.4425,0.4763333333333333,0.7660000000000001,0.8220000000000001,104.5,118.66666666666669,1.0979999999999999,1.3219999999999998,3.32,4.02,100.0,118.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Kansas City Royals/Cleveland Indians,2020-07-24,22.0,8.0,0.433,0.583,0.14999999999999994,14.0,37,5,0-0,0.2468333333333333,0.254625,0.3853333333333333,0.434375,0.6753333333333332,0.769625,78.5,104.0,1.0979999999999999,1.341375,3.32,4.095,84.0,120.0,"['0-0', '0-1', '1-1', '1-2', '5-2', '6-2']","['0-0', '1-0', '1-1', '5-1', '5-1', '6-1', '7-1', '7-2']",0,2,-2,0,0,0,1,0,0,0,0,1
0,Kansas City Royals/Cleveland Indians,2020-07-24,22.0,8.0,0.433,0.583,0.14999999999999994,14.0,38,6,0-2,0.25933333333333336,0.2418,0.4446666666666666,0.4318,0.7690000000000001,0.7497999999999999,106.0,98.2,1.0979999999999999,1.182,3.32,2.9,102.0,81.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2', '1-2', '3-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Kansas City Royals/Cleveland Indians,2020-07-24,22.0,8.0,0.433,0.583,0.14999999999999994,14.0,39,7,0-2,0.24625,0.281,0.40225,0.455,0.70425,0.8056666666666666,87.25,113.0,1.284,1.591,3.89,4.09,99.0,118.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Kansas City Royals/Cleveland Indians,2020-07-24,22.0,8.0,0.433,0.583,0.14999999999999994,14.0,40,8,0-2,0.26675000000000004,0.248,0.44575,0.4653333333333334,0.7612500000000001,0.8046666666666668,102.25,114.66666666666669,1.1909999999999998,1.591,3.36,4.09,101.0,106.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '1-0', '0-2']",0,0,0,0,0,0,1,0,0,0,0,0
0,Seattle Mariners/Houston Astros,2020-07-24,19.0,15.0,0.45,0.483,0.032999999999999974,4.0,41,1,0-0,0.21833333333333332,0.28800000000000003,0.39066666666666666,0.4900000000000001,0.6813333333333333,0.8576666666666667,88.33333333333331,133.0,1.1340000000000001,1.291,3.33,4.09,114.0,142.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Seattle Mariners/Houston Astros,2020-07-24,19.0,15.0,0.45,0.483,0.032999999999999974,4.0,42,2,0-0,0.23675,0.2866666666666667,0.4395,0.4626666666666666,0.7612500000000001,0.8063333333333333,108.5,118.33333333333331,1.1340000000000001,1.291,3.33,4.09,85.0,126.0,"['0-0', '0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",1,0,1,0,0,0,0,0,0,0,0,1
0,Seattle Mariners/Houston Astros,2020-07-24,19.0,15.0,0.45,0.483,0.032999999999999974,4.0,43,3,1-0,0.2363333333333333,0.2696666666666667,0.36766666666666653,0.4523333333333333,0.682,0.7931666666666666,86.66666666666669,114.66666666666669,1.1340000000000001,1.291,3.33,4.09,85.0,142.0,"['0-0', '0-1', '0-2']","['0-0', '2-0', '4-1', '1-1', '3-1', '5-2']",0,1,-1,0,1,0,0,0,0,0,0,1
0,Seattle Mariners/Houston Astros,2020-07-24,19.0,15.0,0.45,0.483,0.032999999999999974,4.0,44,4,1-1,0.2255,0.28075,0.41875,0.454,0.733,0.79225,102.25,115.0,1.1340000000000001,1.291,3.33,4.09,102.0,105.0,"['0-0', '0-1', '0-1', '0-2']","['0-0', '1-0', '1-1', '1-2']",1,0,1,0,0,0,1,0,0,0,0,1
0,Seattle Mariners/Houston Astros,2020-07-24,19.0,15.0,0.45,0.483,0.032999999999999974,4.0,45,5,2-1,0.24075,0.276875,0.398,0.4592500000000001,0.71225,0.8035,95.0,117.25,1.1340000000000001,1.5375,3.33,5.695,88.0,126.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '1-0', '5-0', '6-1', '5-1', '3-1', '0-1', '0-2']",0,5,-5,0,0,0,1,0,0,0,0,1
0,Seattle Mariners/Houston Astros,2020-07-24,19.0,15.0,0.45,0.483,0.032999999999999974,4.0,46,6,2-6,0.21833333333333332,0.2523333333333333,0.39066666666666666,0.4251666666666667,0.6813333333333333,0.753,88.33333333333331,104.66666666666669,1.1340000000000001,1.3,3.33,4.05,114.0,125.0,"['0-0', '1-0', '1-1']","['0-0', '0-1', '2-1', '1-1', '2-1', '2-2']",0,1,-1,0,0,1,0,0,0,0,0,1
0,Seattle Mariners/Houston Astros,2020-07-24,19.0,15.0,0.45,0.483,0.032999999999999974,4.0,47,7,2-7,0.23675,0.2812,0.4395,0.4674,0.7612500000000001,0.8142000000000001,108.5,120.4,1.068,1.0959999999999999,3.35,3.54,85.0,105.0,"['0-0', '0-1', '0-2', '2-2']","['0-0', '0-1', '1-1', '1-2', '2-2']",0,1,-1,0,0,0,0,0,0,0,0,1
0,Seattle Mariners/Houston Astros,2020-07-24,19.0,15.0,0.45,0.483,0.032999999999999974,4.0,48,8,2-8,0.2353333333333333,0.2528,0.3680000000000001,0.4306,0.6793333333333335,0.7636000000000001,86.66666666666669,106.6,1.21,1.403,2.18,2.61,85.0,142.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '1-1', '3-1', '3-2']",0,0,0,0,0,0,1,0,0,0,0,0
0,Colorado Rockies/Texas Rangers,2020-07-24,21.0,29.0,0.433,0.3670000000000001,0.06599999999999995,8.0,49,1,0-0,0.29100000000000004,0.2696666666666667,0.5261666666666666,0.4123333333333333,0.8733333333333334,0.7476666666666666,116.0,99.33333333333331,1.29,1.2690000000000001,3.57,4.24,121.0,90.0,"['0-0', '0-1', '1-1', '1-2', '2-2', '4-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Colorado Rockies/Texas Rangers,2020-07-24,21.0,29.0,0.433,0.3670000000000001,0.06599999999999995,8.0,50,2,0-0,0.2635,0.229,0.4535,0.462,0.7765,0.7733333333333333,95.0,102.66666666666669,1.29,1.2690000000000001,3.57,4.24,104.0,108.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Colorado Rockies/Texas Rangers,2020-07-24,21.0,29.0,0.433,0.3670000000000001,0.06599999999999995,8.0,51,3,0-0,0.2796,0.26075000000000004,0.4788,0.4065,0.8203999999999999,0.7490000000000001,103.0,100.0,1.29,1.2690000000000001,3.5699999999999994,4.24,121.0,122.0,"['0-0', '0-1', '1-1', '3-1', '3-2']","['0-0', '0-1', '0-2', '1-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Colorado Rockies/Texas Rangers,2020-07-24,21.0,29.0,0.433,0.3670000000000001,0.06599999999999995,8.0,52,4,0-0,0.2635,0.242,0.4535,0.4345000000000001,0.7765,0.7490000000000001,95.0,97.33333333333331,1.29,1.2690000000000001,3.57,4.240000000000001,104.0,100.0,"['0-0', '1-0', '1-1', '1-2']","['0-0', '0-1', '0-2', '1-2', '3-2', '7-2']",0,0,0,0,0,1,0,0,0,0,0,0
0,Colorado Rockies/Texas Rangers,2020-07-24,21.0,29.0,0.433,0.3670000000000001,0.06599999999999995,8.0,53,5,0-0,0.27625,0.2706666666666667,0.46325,0.3983333333333334,0.8029999999999999,0.747,98.5,100.0,1.29,1.2690000000000001,3.57,4.24,116.0,122.0,"['0-0', '0-1', '2-1', '2-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Colorado Rockies/Texas Rangers,2020-07-24,21.0,29.0,0.433,0.3670000000000001,0.06599999999999995,8.0,54,6,0-0,0.2753333333333333,0.23816666666666664,0.473,0.44583333333333336,0.8086666666666668,0.7606666666666667,105.33333333333331,99.33333333333331,1.29,1.2993333333333332,3.57,4.368333333333333,82.0,108.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '2-1', '4-1', '4-2', '2-2']",0,1,-1,0,0,0,0,0,0,0,0,1
0,Colorado Rockies/Texas Rangers,2020-07-24,21.0,29.0,0.433,0.3670000000000001,0.06599999999999995,8.0,55,7,0-1,0.25299999999999995,0.26075000000000004,0.4183333333333333,0.4065,0.7373333333333333,0.7490000000000001,82.0,100.0,1.3519999999999999,1.4509999999999998,4.52,5.01,61.0,122.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2', '4-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Colorado Rockies/Texas Rangers,2020-07-24,21.0,29.0,0.433,0.3670000000000001,0.06599999999999995,8.0,56,8,0-1,0.2912,0.2473333333333333,0.506,0.4296666666666667,0.8512000000000001,0.7479999999999999,113.4,96.0,1.238,1.547,3.4,4.86,113.0,112.0,"['0-0', '1-0', '2-1', '2-2', '3-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,1,0,0,0,0,0,0
0,Pittsburgh Pirates/St. Louis Cardinals,2020-07-24,30.0,12.0,0.317,0.517,0.2,18.0,57,1,0-0,0.27699999999999997,0.279,0.42,0.4516666666666666,0.7566666666666667,0.8056666666666668,101.0,115.66666666666669,1.073,1.232,3.37,4.33,100.0,142.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Pittsburgh Pirates/St. Louis Cardinals,2020-07-24,30.0,12.0,0.317,0.517,0.2,18.0,58,2,0-0,0.25733333333333336,0.26425,0.4406666666666667,0.4335,0.7593333333333333,0.77875,101.33333333333331,108.25,1.073,1.232,3.37,4.33,86.0,105.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '1-1', '1-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Pittsburgh Pirates/St. Louis Cardinals,2020-07-24,30.0,12.0,0.317,0.517,0.2,18.0,59,3,0-0,0.249,0.25999999999999995,0.35000000000000003,0.4352,0.6699999999999999,0.7702,82.0,106.4,1.073,1.232,3.37,4.33,77.0,142.0,"['0-0', '0-1', '0-2']","['0-0', '0-0', '0-1', '0-2', '1-2']",0,1,-1,0,0,0,0,0,0,0,0,1
0,Pittsburgh Pirates/St. Louis Cardinals,2020-07-24,30.0,12.0,0.317,0.517,0.2,18.0,60,4,0-1,0.27240000000000003,0.27275000000000005,0.4304,0.4595,0.7676000000000001,0.81325,104.2,117.5,1.073,1.232,3.37,4.33,102.0,98.0,"['0-0', '1-0', '1-1', '3-1', '3-2']","['0-0', '1-0', '1-1', '1-2']",0,0,0,0,0,1,1,0,0,0,0,0
0,Pittsburgh Pirates/St. Louis Cardinals,2020-07-24,30.0,12.0,0.317,0.517,0.2,18.0,61,5,0-1,0.2473333333333333,0.24575,0.382,0.40575,0.6896666666666667,0.73175,85.0,96.25,1.073,1.232,3.37,4.33,87.0,95.0,"['0-0', '0-1', '0-2']","['0-0', '0-0', '0-1', '0-2']",0,1,-1,0,0,0,0,0,0,0,0,1
0,Pittsburgh Pirates/St. Louis Cardinals,2020-07-24,30.0,12.0,0.317,0.517,0.2,18.0,62,6,0-2,0.268,0.26914285714285713,0.39366666666666666,0.4514285714285714,0.7239999999999999,0.7984285714285715,93.33333333333331,112.85714285714286,1.073,1.380285714285714,3.37,4.781428571428571,114.0,105.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '1-1', '2-1', '3-1', '5-2', '3-2']",0,1,-1,0,0,0,0,0,0,0,0,1
