,Game,Date,T_Rank,B_Rank,T_WL,B_WL,WL_Diff,Rank_Diff,Inning_Pair_ID,Inning,Score,T_Mean_BA,B_Mean_BA,T_Mean_SLG,B_Mean_SLG,T_Mean_OPS,B_Mean_OPS,T_Mean_OPS_Plus,B_Mean_OPS_Plus,T_WHIP,B_WHIP,T_ERA,B_ERA,T_ERA_Plus,B_ERA_Plus,T_State_Out_Combos,B_State_Out_Combos,T_Runs,B_Runs,Run_Diff,Double_Binary_T,Double_Binary_B,Single_Binary_T,Single_Binary_B,F_S_Binary_T,F_S_Binary_B,Triple_Binary_T,Triple_Binary_B,Discrepancy
0,Atlanta Braves/Philadelphia Phillies,2021-06-10,27.0,9.0,0.52,0.513,0.007000000000000006,18.0,1667,10,1-1,0.260125,0.2765,0.42525,0.40025,0.76075,0.7322500000000001,102.5,97.0,1.411,1.214,3.72,4.13,138.0,99.0,"['2-0', '4-1', '5-1', '2-1', '3-1', '3-2', '7-2', '6-2']","['2-0', '4-0', '1-0', '6-0']",2,3,-1,1,1,0,1,0,0,0,1,1
0,Chicago White Sox/Detroit Tigers,2021-06-11,28.0,12.0,0.568,0.476,0.09199999999999993,16.0,1668,1,0-0,0.268,0.27875,0.4391999999999999,0.43475,0.7686,0.7735,108.8,109.25,1.236,1.198,4.4,4.21,93.0,145.0,"['0-0', '0-1', '1-1', '3-1', '6-2']","['0-0', '0-1', '0-2', '1-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Chicago White Sox/Detroit Tigers,2021-06-11,28.0,12.0,0.568,0.476,0.09199999999999993,16.0,1669,2,0-0,0.2408,0.2205,0.3684,0.3946666666666667,0.6702,0.6859999999999999,82.2,85.33333333333333,1.236,1.1980000000000002,4.4,4.21,104.0,72.0,"['0-0', '0-0', '0-1', '0-2', '1-2']","['0-0', '0-1', '0-1', '0-2', '1-2', '2-2']",1,1,0,0,0,0,0,0,0,0,0,0
0,Chicago White Sox/Detroit Tigers,2021-06-11,28.0,12.0,0.568,0.476,0.09199999999999993,16.0,1670,3,1-1,0.2716666666666667,0.268,0.4283333333333333,0.402,0.757,0.7246666666666667,105.33333333333331,97.33333333333331,1.236,1.198,4.4,4.21,112.0,101.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '0-2']",0,0,0,0,0,0,1,0,0,0,0,0
0,Chicago White Sox/Detroit Tigers,2021-06-11,28.0,12.0,0.568,0.476,0.09199999999999993,16.0,1671,4,1-1,0.25249999999999995,0.26066666666666666,0.40825,0.4596666666666666,0.7197500000000001,0.7839999999999999,95.75,108.33333333333331,1.236,1.198,4.4,4.21,82.0,90.0,"['0-0', '2-0', '5-0', '0-2']","['0-0', '0-1', '0-2']",1,0,1,1,0,0,0,0,0,0,0,1
0,Chicago White Sox/Detroit Tigers,2021-06-11,28.0,12.0,0.568,0.476,0.09199999999999993,16.0,1672,5,2-1,0.25,0.23,0.3916000000000001,0.38275,0.7112,0.695,93.6,91.0,1.236,1.198,4.4,4.21,112.0,104.0,"['0-0', '2-0', '1-0', '1-1', '2-2']","['0-0', '0-0', '0-1', '0-2']",1,1,0,1,0,1,0,0,0,0,0,0
0,Chicago White Sox/Detroit Tigers,2021-06-11,28.0,12.0,0.568,0.476,0.09199999999999993,16.0,1673,6,3-2,0.25399999999999995,0.27025,0.3994,0.445,0.7092,0.7637499999999999,93.0,105.75,1.236,1.198,4.4,4.21,82.0,90.0,"['0-0', '0-1', '1-1', '3-1', '0-2']","['0-0', '0-1', '1-1', '1-2']",1,0,1,0,0,0,0,0,0,0,0,1
0,Chicago White Sox/Detroit Tigers,2021-06-11,28.0,12.0,0.568,0.476,0.09199999999999993,16.0,1674,7,4-2,0.2396666666666667,0.2065,0.37333333333333335,0.34850000000000003,0.6813333333333333,0.62875,85.33333333333333,71.25,1.406,1.18,5.75,2.58,104.0,72.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2', '1-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Chicago White Sox/Detroit Tigers,2021-06-11,28.0,12.0,0.568,0.476,0.09199999999999993,16.0,1675,8,4-2,0.264,0.268,0.43725,0.402,0.7709999999999999,0.7246666666666667,110.0,97.33333333333331,1.6269999999999998,1.18,5.78,2.58,93.0,101.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Chicago White Sox/Detroit Tigers,2021-06-11,28.0,12.0,0.568,0.476,0.09199999999999993,16.0,1676,9,4-2,0.23,0.2342,0.34875,0.3954,0.648,0.6984,76.75,89.6,1.6269999999999998,1.216,5.78,3.92,75.0,87.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '1-0', '1-1', '0-1', '0-2']",0,2,-2,0,0,0,1,0,0,0,0,1
0,Chicago White Sox/Detroit Tigers,2021-06-11,28.0,12.0,0.568,0.476,0.09199999999999993,16.0,1677,10,4-4,0.27625,0.2465,0.44975,0.396,0.784,0.7040000000000001,112.75,91.0,1.44,1.215,3.96,3.15,135.0,101.0,"['2-0', '3-0', '5-1', '2-2']","['2-0', '3-0', '3-1', '3-2']",1,0,1,1,1,0,0,1,1,0,0,1
0,Los Angeles Angels/Arizona Diamondbacks,2021-06-11,2.0,31.0,0.486,0.324,0.16199999999999998,29.0,1678,1,0-0,0.27133333333333337,0.267,0.4970000000000001,0.417,0.852,0.7513333333333333,127.0,102.0,1.2770000000000001,1.16,4.27,3.53,126.0,105.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Los Angeles Angels/Arizona Diamondbacks,2021-06-11,2.0,31.0,0.486,0.324,0.16199999999999998,29.0,1679,2,0-0,0.25733333333333336,0.257,0.4216666666666667,0.4237500000000001,0.7376666666666667,0.74625,98.66666666666669,98.25,1.2770000000000001,1.16,4.27,3.53,87.0,90.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '2-1', '2-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Los Angeles Angels/Arizona Diamondbacks,2021-06-11,2.0,31.0,0.486,0.324,0.16199999999999998,29.0,1680,3,0-0,0.2552857142857143,0.2154,0.4228571428571429,0.33640000000000003,0.7404285714285714,0.6142,98.71428571428572,64.6,1.2770000000000001,1.16,4.27,3.53,121.0,105.0,"['0-0', '0-0', '0-1', '0-2', '1-2', '2-2', '1-2']","['0-0', '0-1', '1-1', '3-1', '6-2']",3,0,3,0,0,0,0,0,0,0,0,1
0,Los Angeles Angels/Arizona Diamondbacks,2021-06-11,2.0,31.0,0.486,0.324,0.16199999999999998,29.0,1681,4,3-0,0.2325,0.2528,0.344,0.415,0.6247499999999999,0.7312,69.0,93.8,1.2770000000000001,1.16,4.27,3.53,10.0,76.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '1-0', '1-1', '6-1', '6-2']",0,0,0,0,0,0,1,0,0,0,0,0
0,Los Angeles Angels/Arizona Diamondbacks,2021-06-11,2.0,31.0,0.486,0.324,0.16199999999999998,29.0,1682,5,3-0,0.27375,0.2605555555555556,0.46325,0.4158888888888889,0.81175,0.7411111111111109,117.25,98.11111111111113,1.2770000000000001,1.16,4.27,3.53,126.0,111.0,"['0-0', '0-1', '1-1', '2-2']","['0-0', '1-0', '1-1', '3-1', '3-2', '6-2', '4-2', '1-2', '3-2']",0,2,-2,0,0,0,1,0,0,0,0,1
0,Los Angeles Angels/Arizona Diamondbacks,2021-06-11,2.0,31.0,0.486,0.324,0.16199999999999998,29.0,1683,6,3-2,0.24633333333333335,0.2513333333333333,0.3726666666666667,0.4105,0.6691666666666666,0.7333333333333334,80.83333333333333,95.33333333333331,1.6583333333333332,1.4340000000000002,4.961666666666666,4.083333333333333,88.0,105.0,"['0-0', '0-1', '2-1', '5-1', '3-1', '6-2']","['0-0', '1-0', '6-0', '5-0', '3-0', '4-2']",1,2,-1,0,0,0,1,0,1,0,0,1
0,Los Angeles Angels/Arizona Diamondbacks,2021-06-11,2.0,31.0,0.486,0.324,0.16199999999999998,29.0,1684,7,4-4,0.2591428571428572,0.257,0.4487142857142857,0.4237500000000001,0.7795714285714286,0.74625,109.14285714285714,98.25,1.3889999999999998,1.4040000000000001,4.990000000000001,4.97,87.0,90.0,"['0-0', '1-0', '6-0', '6-1', '7-1', '7-2', '6-2']","['0-0', '0-1', '0-2', '2-2']",1,0,1,0,0,1,0,0,0,0,0,1
0,Los Angeles Angels/Arizona Diamondbacks,2021-06-11,2.0,31.0,0.486,0.324,0.16199999999999998,29.0,1685,8,5-4,0.26575000000000004,0.2486666666666667,0.3967500000000001,0.39299999999999996,0.72225,0.7063333333333334,95.0,89.66666666666669,1.489,1.083,4.79,2.9,118.0,89.0,"['0-0', '1-0', '1-1', '1-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,1,0,0,0,0,0,0
0,Los Angeles Angels/Arizona Diamondbacks,2021-06-11,2.0,31.0,0.486,0.324,0.16199999999999998,29.0,1686,9,5-4,0.26866666666666666,0.2675,0.4483333333333333,0.4275,0.7783333333333333,0.7537499999999999,109.33333333333331,102.25,1.1320000000000001,1.095,3.11,3.08,121.0,94.0,"['0-0', '0-1', '1-1']","['0-0', '0-1', '0-2', '0-2']",0,1,-1,0,0,0,0,0,0,0,0,1
0,Los Angeles Angels/Arizona Diamondbacks,2021-06-11,2.0,31.0,0.486,0.324,0.16199999999999998,29.0,1687,10,5-5,0.2517142857142857,0.24775,0.395,0.41375,0.7122857142857143,0.728,92.71428571428572,93.0,1.3017142857142858,1.2229999999999999,3.965714285714285,3.015,118.0,95.0,"['2-0', '2-1', '4-1', '5-1', '7-1', '6-2', '7-2']","['2-0', '3-0', '3-1', '3-2']",1,0,1,1,1,0,0,0,1,0,0,1
0,New York Yankees/Philadelphia Phillies,2021-06-12,7.0,9.0,0.557,0.513,0.04400000000000004,2.0,1688,1,0-0,0.2816666666666667,0.2654,0.477,0.4193,0.8366666666666666,0.7501000000000001,121.66666666666669,100.7,1.391,1.2798000000000005,4.93,4.092,114.0,101.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '3-0', '7-0', '5-0', '7-0', '5-1', '3-1', '7-1', '7-2']",0,4,-4,0,0,0,1,0,1,0,0,1
0,New York Yankees/Philadelphia Phillies,2021-06-12,7.0,9.0,0.557,0.513,0.04400000000000004,2.0,1689,2,0-4,0.21166666666666667,0.27240000000000003,0.36966666666666653,0.4726,0.6323333333333333,0.8295999999999999,68.33333333333333,121.8,1.391,1.375,4.93,4.68,-100.0,131.0,"['0-0', '0-1', '0-1', '0-2', '1-2', '4-2']","['0-0', '0-1', '1-1', '5-1', '5-2']",2,0,2,0,0,0,0,0,0,0,0,1
0,New York Yankees/Philadelphia Phillies,2021-06-12,7.0,9.0,0.557,0.513,0.04400000000000004,2.0,1690,3,2-4,0.27899999999999997,0.248,0.46475,0.32799999999999996,0.81375,0.6156666666666667,116.0,65.33333333333333,1.391,1.375,4.93,4.68,99.0,24.0,"['0-0', '2-0', '2-1', '2-2']","['0-0', '0-1', '0-2']",0,0,0,1,0,0,0,0,0,0,0,0
0,New York Yankees/Philadelphia Phillies,2021-06-12,7.0,9.0,0.557,0.513,0.04400000000000004,2.0,1691,4,2-4,0.2476666666666667,0.2795,0.464,0.44533333333333336,0.7696666666666667,0.7859999999999999,103.66666666666669,110.5,1.391,1.375,4.93,4.68,109.0,142.0,"['0-0', '0-1', '1-1']","['0-0', '2-0', '4-0', '1-0', '0-1', '0-2']",0,1,-1,0,1,0,1,0,0,0,1,1
0,New York Yankees/Philadelphia Phillies,2021-06-12,7.0,9.0,0.557,0.513,0.04400000000000004,2.0,1692,5,2-5,0.2424,0.2657142857142857,0.4046,0.4261428571428572,0.7388,0.7609999999999999,98.2,104.71428571428572,1.391,1.2509999999999997,4.93,4.0,114.0,99.0,"['0-0', '1-0', '3-0', '5-1', '5-2']","['0-0', '1-0', '3-0', '3-0', '6-0', '6-1', '6-2']",0,2,-2,0,0,1,1,1,1,0,0,1
0,New York Yankees/Philadelphia Phillies,2021-06-12,7.0,9.0,0.557,0.513,0.04400000000000004,2.0,1693,6,2-7,0.2535,0.26899999999999996,0.455,0.48825,0.7635,0.852,102.5,127.5,1.3630000000000002,1.459,4.95,4.44,109.0,131.0,"['0-0', '0-1', '0-2', '0-2']","['0-0', '0-1', '0-2', '1-2']",1,0,1,0,0,0,0,0,0,0,0,1
0,New York Yankees/Philadelphia Phillies,2021-06-12,7.0,9.0,0.557,0.513,0.04400000000000004,2.0,1694,7,3-7,0.26533333333333337,0.26166666666666666,0.418,0.3546666666666667,0.7596666666666666,0.6713333333333334,102.0,81.66666666666667,1.3630000000000002,1.254,4.95,3.12,101.0,73.0,"['0-0', '1-0', '0-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,1,0,0,0,0,0,0
0,New York Yankees/Philadelphia Phillies,2021-06-12,7.0,9.0,0.557,0.513,0.04400000000000004,2.0,1695,8,3-7,0.263,0.2786666666666667,0.4940000000000001,0.4286666666666667,0.8374,0.759,124.0,103.66666666666669,1.224,1.012,2.75,3.19,143.0,111.0,"['0-0', '1-0', '1-1', '2-2', '1-2']","['0-0', '0-1', '0-2']",1,0,1,0,0,1,0,0,0,0,0,1
0,New York Yankees/Philadelphia Phillies,2021-06-12,7.0,9.0,0.557,0.513,0.04400000000000004,2.0,1696,9,4-7,0.26533333333333337,0.268,0.4345,0.4496,0.7726666666666665,0.8013999999999999,106.83333333333331,114.2,1.1899999999999995,1.012,3.4,3.19,114.0,78.0,"['0-0', '0-1', '1-1', '3-1', '0-1', '0-2']","['0-0', '2-0', '2-1', '3-1', '5-2']",3,0,3,0,1,0,0,0,0,0,0,1
0,New York Yankees/Philadelphia Phillies,2021-06-12,7.0,9.0,0.557,0.513,0.04400000000000004,2.0,1697,10,7-7,0.2296666666666667,0.266,0.4363333333333334,0.3833333333333333,0.7276666666666666,0.7096666666666667,93.66666666666669,92.0,1.367,1.047,3.89,2.36,68.0,99.0,"['2-0', '2-1', '2-2']","['2-0', '5-0', '6-1']",0,1,-1,1,1,0,0,0,0,0,0,1
0,Seattle Mariners/Cleveland Indians,2021-06-12,4.0,25.0,0.534,0.493,0.041000000000000036,21.0,1698,1,0-0,0.23700000000000004,0.2733333333333334,0.4001428571428572,0.4303333333333333,0.7247142857142858,0.7653333333333333,100.42857142857143,105.0,1.1421428571428571,1.4029999999999998,4.507142857142857,4.97,78.0,126.0,"['0-0', '1-0', '3-0', '3-1', '3-2', '7-2', '7-2']","['0-0', '1-0', '1-1']",1,0,1,0,0,1,1,1,0,0,0,1
0,Seattle Mariners/Cleveland Indians,2021-06-12,4.0,25.0,0.534,0.493,0.041000000000000036,21.0,1699,2,1-0,0.2265,0.2434,0.4125,0.392,0.71875,0.6798,96.75,82.6,1.4069999999999998,1.403,4.79,4.97,124.0,51.0,"['0-0', '2-0', '4-1', '4-2']","['0-0', '2-0', '2-1', '3-1', '6-2']",0,0,0,1,1,0,0,0,0,0,0,0
0,Seattle Mariners/Cleveland Indians,2021-06-12,4.0,25.0,0.534,0.493,0.041000000000000036,21.0,1700,3,1-0,0.2298333333333333,0.2624,0.39899999999999997,0.4104,0.7168333333333333,0.7275999999999999,97.16666666666669,95.6,1.3606666666666667,1.403,4.4816666666666665,4.97,98.0,91.0,"['0-0', '0-1', '1-1', '0-1', '0-2', '1-2']","['0-0', '1-0', '1-1', '1-2', '3-2']",2,0,2,0,0,0,1,0,0,0,0,1
0,Seattle Mariners/Cleveland Indians,2021-06-12,4.0,25.0,0.534,0.493,0.041000000000000036,21.0,1701,4,3-0,0.2412,0.2476666666666667,0.4182,0.4143333333333333,0.7377999999999999,0.7103333333333333,104.2,90.33333333333331,1.129,1.4029999999999998,2.94,4.97,120.0,88.0,"['0-0', '0-1', '1-1', '3-1', '3-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Seattle Mariners/Cleveland Indians,2021-06-12,4.0,25.0,0.534,0.493,0.041000000000000036,21.0,1702,5,3-0,0.2065,0.23133333333333336,0.3853333333333333,0.3493333333333333,0.6836666666666668,0.6363333333333334,86.66666666666669,73.0,1.4180000000000001,1.4029999999999998,4.55,4.97,71.0,96.0,"['0-0', '0-1', '2-1', '3-1', '5-1', '5-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Seattle Mariners/Cleveland Indians,2021-06-12,4.0,25.0,0.534,0.493,0.041000000000000036,21.0,1703,6,3-0,0.25466666666666665,0.27399999999999997,0.4303333333333333,0.44675,0.7600000000000001,0.7659999999999999,110.0,104.5,1.206,1.403,3.76,4.97,112.0,108.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2', '1-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Seattle Mariners/Cleveland Indians,2021-06-12,4.0,25.0,0.534,0.493,0.041000000000000036,21.0,1704,7,3-0,0.22375,0.22366666666666668,0.3775,0.36000000000000004,0.69825,0.634,93.25,71.33333333333333,1.197,1.4029999999999998,3.42,4.97,78.0,51.0,"['0-0', '1-0', '0-2', '0-2']","['0-0', '0-1', '0-2']",1,0,1,0,0,1,0,0,0,0,0,1
0,Seattle Mariners/Cleveland Indians,2021-06-12,4.0,25.0,0.534,0.493,0.041000000000000036,21.0,1705,8,4-0,0.21433333333333332,0.26025,0.38966666666666666,0.41125,0.6853333333333333,0.7307499999999999,87.66666666666669,96.75,1.758,1.328,6.55,4.15,94.0,126.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-1', '1-1']",0,1,-1,0,0,0,0,0,0,0,0,1
0,Seattle Mariners/Cleveland Indians,2021-06-12,4.0,25.0,0.534,0.493,0.041000000000000036,21.0,1706,9,4-1,0.2372,0.2452857142857143,0.4072,0.3981428571428571,0.7378,0.7042857142857143,105.2,89.42857142857143,1.7579999999999998,1.561,6.55,5.18,85.0,96.0,"['0-0', '1-0', '1-1', '1-2', '2-2']","['0-0', '0-1', '0-2', '1-2', '3-2', '5-2', '2-2']",0,3,-3,0,0,1,0,0,0,0,0,1
0,Seattle Mariners/Cleveland Indians,2021-06-12,4.0,25.0,0.534,0.493,0.041000000000000036,21.0,1707,10,4-4,0.217,0.2736666666666667,0.39166666666666666,0.43799999999999994,0.6956666666666665,0.7606666666666667,88.66666666666669,103.33333333333331,1.165,1.2570000000000001,3.53,4.67,98.0,91.0,"['2-0', '2-1', '4-2']","['2-0', '5-0', '7-0']",0,1,-1,1,1,0,0,0,0,0,0,1
0,Texas Rangers/Houston Astros,2021-06-15,19.0,14.0,0.3720000000000001,0.588,0.21599999999999991,5.0,1708,1,0-0,0.2425,0.2956666666666667,0.4115,0.4703333333333333,0.727,0.835,94.75,127.0,1.2570000000000001,1.391,3.57,4.44,115.0,139.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Texas Rangers/Houston Astros,2021-06-15,19.0,14.0,0.3720000000000001,0.588,0.21599999999999991,5.0,1709,2,0-0,0.242,0.27825,0.38525,0.4895,0.69375,0.83325,87.5,124.25,1.2570000000000001,1.391,3.57,4.44,60.0,103.0,"['0-0', '0-1', '1-1', '1-2']","['0-0', '0-1', '0-2', '1-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Texas Rangers/Houston Astros,2021-06-15,19.0,14.0,0.3720000000000001,0.588,0.21599999999999991,5.0,1710,3,0-0,0.257,0.2705,0.3573333333333333,0.3975,0.6629999999999999,0.73475,78.66666666666667,100.75,1.2570000000000001,1.391,3.57,4.44,88.0,117.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '3-0', '1-2']",0,0,0,0,0,0,1,0,1,0,0,0
0,Texas Rangers/Houston Astros,2021-06-15,19.0,14.0,0.3720000000000001,0.588,0.21599999999999991,5.0,1711,4,0-0,0.235,0.2883333333333333,0.41200000000000003,0.5173333333333333,0.7198333333333333,0.88,93.33333333333331,135.33333333333334,1.2570000000000001,1.391,3.57,4.44,60.0,116.0,"['0-0', '1-0', '2-0', '2-1', '1-2', '3-2']","['0-0', '0-1', '0-2']",1,0,1,1,0,1,0,0,0,0,0,1
0,Texas Rangers/Houston Astros,2021-06-15,19.0,14.0,0.3720000000000001,0.588,0.21599999999999991,5.0,1712,5,1-0,0.2462857142857143,0.25175000000000003,0.3998571428571429,0.40125,0.7140000000000001,0.7262500000000001,92.42857142857143,97.75,1.2925714285714285,1.391,3.21,4.44,91.0,73.0,"['0-0', '0-1', '1-1', '3-1', '7-1', '7-1', '7-2']","['0-0', '1-0', '1-1', '1-2']",1,0,1,0,0,0,1,0,0,0,0,1
0,Texas Rangers/Houston Astros,2021-06-15,19.0,14.0,0.3720000000000001,0.588,0.21599999999999991,5.0,1713,6,2-0,0.2415,0.29100000000000004,0.36375,0.4886666666666668,0.65125,0.8483333333333333,74.25,129.16666666666666,1.239,1.391,3.94,4.44,81.0,127.0,"['0-0', '1-0', '1-1', '1-2']","['0-0', '1-0', '3-0', '3-1', '7-1', '5-2']",0,1,-1,0,0,1,1,0,1,0,0,1
0,Texas Rangers/Houston Astros,2021-06-15,19.0,14.0,0.3720000000000001,0.588,0.21599999999999991,5.0,1714,7,2-1,0.23466666666666666,0.2436666666666667,0.431,0.3753333333333333,0.746,0.6903333333333332,99.33333333333331,88.0,1.239,1.3619999999999999,3.94,5.36,115.0,73.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Texas Rangers/Houston Astros,2021-06-15,19.0,14.0,0.3720000000000001,0.588,0.21599999999999991,5.0,1715,8,2-1,0.2348,0.2956666666666667,0.3738,0.4703333333333333,0.6726,0.835,82.0,127.0,1.239,1.342666666666667,3.94,4.28,60.0,139.0,"['0-0', '0-1', '1-1', '1-2', '2-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Texas Rangers/Houston Astros,2021-06-15,19.0,14.0,0.3720000000000001,0.588,0.21599999999999991,5.0,1716,9,2-1,0.257,0.27825,0.3573333333333333,0.4895,0.6629999999999999,0.83325,78.66666666666667,124.25,1.239,1.402,3.94,4.42,88.0,103.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2', '0-2']",0,1,-1,0,0,0,0,0,0,0,0,1
0,Texas Rangers/Houston Astros,2021-06-15,19.0,14.0,0.3720000000000001,0.588,0.21599999999999991,5.0,1717,10,2-2,0.23825,0.267,0.43175,0.39733333333333337,0.7522500000000001,0.7360000000000001,102.75,102.0,1.181,1.4180000000000001,3.24,4.75,91.0,125.0,"['2-0', '2-1', '2-2', '1-2']","['2-0', '3-0', '7-0']",1,4,-3,1,1,0,0,0,1,0,0,1
0,Cincinnati Reds/Milwaukee Brewers,2021-06-15,11.0,5.0,0.517,0.615,0.09799999999999998,6.0,1718,1,0-0,0.255,0.25225,0.47200000000000003,0.4255,0.809,0.7682500000000001,107.33333333333331,107.75,1.3359999999999999,1.217,4.08,3.73,115.0,105.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2', '1-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Cincinnati Reds/Milwaukee Brewers,2021-06-15,11.0,5.0,0.517,0.615,0.09799999999999998,6.0,1719,2,0-0,0.2786666666666667,0.2533333333333333,0.475,0.394,0.8470000000000001,0.73,120.66666666666669,98.33333333333331,1.3359999999999999,1.217,4.08,3.73,108.0,80.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Cincinnati Reds/Milwaukee Brewers,2021-06-15,11.0,5.0,0.517,0.615,0.09799999999999998,6.0,1720,3,0-0,0.20075,0.19166666666666665,0.3275,0.3056666666666667,0.5920000000000001,0.5796666666666667,51.75,55.66666666666666,1.3359999999999999,1.217,4.08,3.73,113.0,93.0,"['0-0', '0-1', '1-1', '2-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Cincinnati Reds/Milwaukee Brewers,2021-06-15,11.0,5.0,0.517,0.615,0.09799999999999998,6.0,1721,4,0-0,0.25933333333333336,0.25666666666666665,0.465,0.43766666666666665,0.7983333333333333,0.7840000000000001,105.0,112.66666666666669,1.3359999999999999,1.217,4.08,3.73,106.0,105.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '1-1']",0,0,0,0,0,0,0,0,0,0,0,0
0,Cincinnati Reds/Milwaukee Brewers,2021-06-15,11.0,5.0,0.517,0.615,0.09799999999999998,6.0,1722,5,0-0,0.2416666666666666,0.2533333333333333,0.4366666666666667,0.394,0.7693333333333333,0.73,101.33333333333331,98.33333333333331,1.3359999999999999,1.217,4.08,3.73,48.0,80.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '0-2']",0,0,0,0,0,0,1,0,0,0,0,0
0,Cincinnati Reds/Milwaukee Brewers,2021-06-15,11.0,5.0,0.517,0.615,0.09799999999999998,6.0,1723,6,0-0,0.212,0.1986,0.36375,0.3446,0.6425,0.6434,63.25,73.8,1.3359999999999999,1.217,4.08,3.73,94.0,101.0,"['0-0', '0-1', '0-2', '1-2']","['0-0', '1-0', '2-1', '2-2', '4-2']",0,0,0,0,0,0,1,0,0,0,0,0
0,Cincinnati Reds/Milwaukee Brewers,2021-06-15,11.0,5.0,0.517,0.615,0.09799999999999998,6.0,1724,7,0-0,0.2876666666666667,0.2544285714285714,0.4816666666666667,0.40342857142857147,0.8523333333333335,0.7384285714285715,123.0,99.85714285714286,1.3359999999999999,1.2170000000000003,4.08,3.73,148.0,87.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '1-1', '3-1', '5-2', '6-2', '7-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Cincinnati Reds/Milwaukee Brewers,2021-06-15,11.0,5.0,0.517,0.615,0.09799999999999998,6.0,1725,8,0-0,0.2665,0.225,0.45475,0.379,0.79275,0.7143333333333333,104.25,94.0,1.109,1.337,2.09,3.5499999999999994,101.0,101.0,"['0-0', '0-1', '1-1', '1-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
0,Cincinnati Reds/Milwaukee Brewers,2021-06-15,11.0,5.0,0.517,0.615,0.09799999999999998,6.0,1726,9,0-0,0.262,0.27275,0.464,0.43875,0.80825,0.78575,107.0,113.0,0.856,1.28,2.28,4.83,106.0,110.0,"['0-0', '1-0', '1-1', '1-2']","['0-0', '1-0', '1-1', '1-2']",0,0,0,0,0,1,1,0,0,0,0,0
0,Cincinnati Reds/Milwaukee Brewers,2021-06-15,11.0,5.0,0.517,0.615,0.09799999999999998,6.0,1727,10,0-0,0.267,0.23440000000000005,0.43333333333333335,0.3636,0.7881666666666667,0.6866000000000001,104.33333333333331,86.4,1.271,1.3686,3.52,4.372,56.0,84.0,"['2-0', '3-0', '7-0', '7-0', '7-1', '3-2']","['2-0', '2-1', '2-2', '2-2', '3-2']",2,1,1,1,1,0,0,1,0,0,0,1
0,Tampa Bay Rays/Chicago White Sox,2021-06-16,23.0,28.0,0.617,0.568,0.04900000000000005,5.0,1728,1,0-0,0.25633333333333336,0.26325,0.4776666666666667,0.4495,0.8250000000000001,0.772,129.0,107.75,1.198,1.176,4.21,4.29,117.0,135.0,"['0-0', '0-1', '0-2']","['0-0', '1-0', '1-1', '1-2']",0,0,0,0,0,0,1,0,0,0,0,0
0,Tampa Bay Rays/Chicago White Sox,2021-06-16,23.0,28.0,0.617,0.568,0.04900000000000005,5.0,1729,2,0-0,0.26833333333333337,0.2453333333333333,0.43533333333333335,0.4156666666666666,0.7759999999999999,0.7440000000000001,114.0,99.33333333333331,1.198,1.176,4.21,4.29,106.0,82.0,"['0-0', '0-1', '0-2']","['0-0', '0-1', '0-2']",0,0,0,0,0,0,0,0,0,0,0,0
